"","LSOA_CODE","items","quantity","cost","drug_type"
"16591","E01017476",5.99291906965588,676.585798370408,27.9942175086665,"pain_medications"
"16592","E01017477",5.49296622914719,612.32159952924,25.3676180438974,"pain_medications"
"16593","E01017478",13.4831113697179,1346.9880209139,57.2121431552371,"pain_medications"
"16594","E01017479",12.8002683589454,1626.84398989055,68.1639075737681,"pain_medications"
"16595","E01017480",20.3430076194414,2597.93125101529,108.882908343164,"pain_medications"
"16596","E01017481",12.0071249680374,1533.4573767571,64.2480794268047,"pain_medications"
"16597","E01017482",7.55183886878707,874.555424460589,36.5370289892103,"pain_medications"
"16598","E01017483",8.37764983122264,948.202539402686,39.6027624134931,"pain_medications"
"16599","E01017484",7.32348897310241,865.774516524117,36.1723584366701,"pain_medications"
"16600","E01017485",6.4955799119459,697.89043631703,29.1437279991669,"pain_medications"
"16601","E01017487",6.33741197208002,751.015038253992,31.1124577282426,"pain_medications"
"16602","E01017488",7.87592168675403,918.844367098954,38.344156729506,"pain_medications"
"16603","E01017489",8.40978525945441,966.705902596443,40.3514482663439,"pain_medications"
"16604","E01017490",7.04356786556458,793.58997441624,33.113384123434,"pain_medications"
"16605","E01017491",7.92528302415767,892.774336726518,37.2907588980119,"pain_medications"
"16606","E01017492",8.05772104506647,921.843945733187,38.5078800543105,"pain_medications"
"16607","E01017493",8.36541253154746,924.367999896948,38.5820771929264,"pain_medications"
"16608","E01017495",12.2331668330058,1131.35305782059,45.8739266671513,"pain_medications"
"16609","E01017496",8.69048156631395,835.825337366354,34.2840024530086,"pain_medications"
"16610","E01017497",8.24872785910433,978.867039417247,40.9176502501318,"pain_medications"
"16611","E01017498",6.68893703422853,804.798127313283,33.6315952770559,"pain_medications"
"16612","E01017499",8.8933030093316,1077.89613349156,45.0797978777932,"pain_medications"
"16613","E01017500",6.83989779465661,815.71842272966,34.0898038786986,"pain_medications"
"16614","E01017501",11.1156460634036,1314.92670412281,54.9306602869457,"pain_medications"
"16615","E01017502",14.8905880776226,1693.14616163249,70.5802534658586,"pain_medications"
"16616","E01017503",11.5615805545958,1057.62274376991,44.1209020821193,"pain_medications"
"16617","E01017504",5.73836225436622,652.720066686809,29.4726985220177,"pain_medications"
"16618","E01017505",5.31745470816272,610.812314557715,25.3244090112692,"pain_medications"
"16619","E01017506",5.58703116806667,618.563874934819,25.6832348767807,"pain_medications"
"16620","E01017507",5.05331757259774,573.120774626819,23.7931274024256,"pain_medications"
"16621","E01017508",5.78055471467886,658.919794335942,27.3296343827443,"pain_medications"
"16622","E01017509",4.0955064077301,468.554204139008,19.4322204608848,"pain_medications"
"16623","E01017510",5.72530457210682,648.714735927694,26.9285349278506,"pain_medications"
"16624","E01017511",4.23778078511885,480.774334891016,19.9111152566354,"pain_medications"
"16625","E01017512",5.26998591718167,579.400867214135,24.0707883737497,"pain_medications"
"16626","E01017513",5.29399011778126,609.500812356409,25.2763724541111,"pain_medications"
"16627","E01017514",5.97707800640366,685.424306927952,28.4211298110646,"pain_medications"
"16628","E01017515",6.08665513126317,689.48393718453,28.6173046340349,"pain_medications"
"16629","E01017517",5.27210635720767,604.059031973155,25.0520878220214,"pain_medications"
"16630","E01017518",6.8577457631684,782.915261407019,32.3546081788335,"pain_medications"
"16631","E01017519",6.73496247489436,765.962647994129,31.6689965470332,"pain_medications"
"16632","E01017520",6.66577587508744,763.681626670212,31.6210698826283,"pain_medications"
"16633","E01017521",6.30605162150893,727.631830700251,30.0971897899727,"pain_medications"
"16634","E01017522",7.76486988383965,876.361600391226,36.2746982442792,"pain_medications"
"16635","E01017523",6.72161516132319,763.836458688443,31.541700108593,"pain_medications"
"16636","E01017524",8.2095415933348,897.570644678262,37.5339409965751,"pain_medications"
"16637","E01017525",6.07637811729256,639.864130305898,26.7893689266497,"pain_medications"
"16638","E01017526",7.30294788754426,713.855280088432,29.9588345796721,"pain_medications"
"16639","E01017527",5.97602350030401,582.635559845406,24.4490508249407,"pain_medications"
"16640","E01017528",19.4002948407535,2382.54240265975,100.07004697168,"pain_medications"
"16641","E01017529",6.7368277781414,785.826252686524,32.8073122311772,"pain_medications"
"16642","E01017530",7.51859827037388,879.529933158237,36.7254367078464,"pain_medications"
"16643","E01017531",7.13762376117443,830.456729431176,34.6777504359677,"pain_medications"
"16644","E01017532",6.72115544686634,791.748650171147,33.0445332476798,"pain_medications"
"16645","E01017533",6.22479630084627,731.513442513341,30.535985864703,"pain_medications"
"16646","E01017534",7.39675843683177,860.702161444703,35.928256687275,"pain_medications"
"16647","E01017535",11.947700417715,1049.17411898451,44.2695812219341,"pain_medications"
"16648","E01017536",12.2817551125598,1027.60528255073,43.4173084109479,"pain_medications"
"16649","E01017537",7.68289271498941,583.5765278275,24.7493623279108,"pain_medications"
"16650","E01017538",9.73912889384754,700.154489771874,29.7583662031552,"pain_medications"
"16651","E01017539",9.17937911715634,730.244707444565,30.9446993100089,"pain_medications"
"16652","E01017540",5.88164162644547,577.304348357515,24.5231177030557,"pain_medications"
"16653","E01017541",6.61643168358937,592.184136080365,25.5079801648507,"pain_medications"
"16654","E01017542",9.20121074996504,957.178725121477,39.2876639100784,"pain_medications"
"16655","E01017543",10.8339389706928,1256.34903177268,52.3332096798611,"pain_medications"
"16656","E01017544",7.51397745853006,631.139564771662,27.5527374193801,"pain_medications"
"16657","E01017545",9.04951783819888,771.478460231403,33.4933531618511,"pain_medications"
"16658","E01017546",3.79103734532065,440.005130657273,19.6110334505363,"pain_medications"
"16659","E01017547",6.93701933527967,742.004857793813,30.9789577757238,"pain_medications"
"16660","E01017549",11.2847473567225,1217.74410753624,50.0164389848247,"pain_medications"
"16661","E01017552",17.5633189891339,1972.5339894684,82.3143673387319,"pain_medications"
"16662","E01017553",3.77187119277997,443.447598128943,18.3936844851729,"pain_medications"
"16663","E01017554",5.41196286743651,644.506317019702,26.7462523359004,"pain_medications"
"16664","E01017555",11.5429784601782,1322.36851368309,55.5104425432191,"pain_medications"
"16665","E01017556",9.14436709459923,1037.83857003008,43.5636381693682,"pain_medications"
"16666","E01017557",9.89801973431677,1188.86665017613,50.1901085040892,"pain_medications"
"16667","E01017558",59.2385451646532,5615.14617140702,242.384778920249,"pain_medications"
"16668","E01017559",54.7415033033204,5187.58441363413,224.15384094396,"pain_medications"
"16669","E01017560",51.1645522804041,4848.54155935776,209.471284035888,"pain_medications"
"16670","E01017561",38.563424089132,5284.53663814388,214.569205264556,"pain_medications"
"16671","E01017562",62.8679158023449,8186.43654473116,332.878133191193,"pain_medications"
"16672","E01017563",38.9850266664855,5477.62473343526,221.94536453317,"pain_medications"
"16673","E01017564",22.1662019386948,3012.48876458444,122.638393880853,"pain_medications"
"16674","E01017565",68.931730700975,6727.458368802,277.215550515727,"pain_medications"
"16675","E01017566",75.070598280135,7245.15721586785,298.700625629761,"pain_medications"
"16676","E01017567",89.0268841171934,8615.78488095438,355.060205966745,"pain_medications"
"16677","E01017568",95.7968314111752,9542.68445152665,393.520784971917,"pain_medications"
"16678","E01017569",96.0015252014651,9314.71552629347,384.048608035837,"pain_medications"
"16679","E01017571",21.2057174663728,2225.13576888066,94.0911479196369,"pain_medications"
"16680","E01017572",21.5171545503609,2264.99738234367,95.7622472987156,"pain_medications"
"16681","E01017573",7.44580773840068,846.437582034242,35.5503826282111,"pain_medications"
"16682","E01017576",7.28157435291014,824.647752614262,34.6199394327894,"pain_medications"
"16683","E01017577",19.4873332772299,2162.62031887082,90.4054598743033,"pain_medications"
"16684","E01017578",115.560120698721,11829.517912292,488.629100157558,"pain_medications"
"16685","E01017579",70.1500700233777,7298.85439224656,301.921200503816,"pain_medications"
"16686","E01017580",49.9394635825009,5338.34774634315,220.66926247236,"pain_medications"
"16687","E01017581",39.0750612824185,4092.71082444217,169.422196769262,"pain_medications"
"16688","E01017582",44.2851476089138,4568.78727667335,188.602038180794,"pain_medications"
"16689","E01017583",58.3256373806753,6039.35238220997,249.367838829277,"pain_medications"
"16690","E01017584",63.7298189289845,6586.35808524118,272.004592209838,"pain_medications"
"16691","E01017585",39.9912663596267,4150.35644220517,171.373775264039,"pain_medications"
"16692","E01017586",33.4920344725782,3362.66797770355,139.452770398653,"pain_medications"
"16693","E01017587",35.0391069917858,3503.76187364815,145.86860922964,"pain_medications"
"16694","E01017588",34.7244067732361,3460.89408322457,144.061106592227,"pain_medications"
"16695","E01017589",9.68537118837085,1036.42690943576,43.3597487640784,"pain_medications"
"16696","E01017590",8.63029713299832,952.982953097352,40.0021822288583,"pain_medications"
"16697","E01017591",9.4999888856215,1027.96316486097,43.0709491914661,"pain_medications"
"16698","E01017592",60.2366513598747,6068.90439087235,250.307806511067,"pain_medications"
"16699","E01017593",57.4239285492692,5700.96232956071,234.955883133503,"pain_medications"
"16700","E01017594",101.686699174526,10045.4553202909,413.91306145253,"pain_medications"
"16701","E01017595",64.0635724993388,6209.86059834937,255.946636076254,"pain_medications"
"16702","E01017596",81.9621070897365,7997.1587076665,329.614180921431,"pain_medications"
"16703","E01017597",84.6695507784922,8171.65415636116,336.783580306347,"pain_medications"
"16704","E01017598",75.9900691646974,7476.18216962218,308.190631603606,"pain_medications"
"16705","E01017600",40.0432539262704,4313.08904221283,178.450238664039,"pain_medications"
